Name,Latitude,Longitude,Free Bikes,Empty Slots,Total Bikes
Hart St & Wyckoff Ave,40.704876,-73.919911,12,4,16
Franklin Ave & Quincy St,40.68636,-73.95678,2,19,21
Wales Ave & E 147 St,40.811314,-73.907729,9,7,16
Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,6,10,16
Southern Blvd & E 172 St,40.834124,-73.88955,4,12,16
Kingston Ave & E New York Ave,40.66219,-73.94293,17,3,20
E 24 St & Park Ave S,40.74096374,-73.98602213,43,34,77
Gold St & Frankfort St,40.71069995,-74.00354147,30,9,39
Orchard St & Grand St,40.717318403855785,-73.99067759513855,18,17,35
Butler St & Court St,40.6849894,-73.99440329,25,3,28
Newtown Ave & 23 St,40.7713615,-73.9246145,8,16,24
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,15,3,18
23 Ave & 83 St,40.76646,-73.88674,16,1,17
W 22 St & 10 Ave,40.74691959,-74.00451887,17,54,71
E 184 St & 3 Ave,40.85472,-73.89022,12,3,15
Warren St & W Broadway,40.71473993,-74.00910627,45,13,58
Central Park W & W 72 St,40.77579376683666,-73.9762057363987,6,41,47
Grand Concourse & E 203 St,40.87382,-73.88661,2,21,23
49 St & 31 Ave,40.758057,-73.909831,4,15,19
N 9 St & Wythe Ave,40.72054,-73.959,35,11,46
Church St & Worth St,40.71688538495366,-74.00650128722191,35,8,43
Columbus Ave & W 95 St,40.7919557,-73.968087,1,26,27
Lexington Ave & Stuyvesant Ave,40.68973,-73.93353,2,15,17
E 16 St & 5 Ave,40.73726186,-73.99238967,17,47,64
Baldwin at Montgomery,40.7236589,-74.0641943,5,9,14
35 Ave & 37 St,40.7557327,-73.9236611,20,10,30
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,19,44,63
Loring Pl North & W 183 St,40.8604244,-73.9093359997,0,17,17
8 Ave & W 38 St,40.75461,-73.99177,17,40,57
Dawson St & Intervale Ave,40.819999,-73.897263,13,0,13
Harborside,40.7192517,-74.034234,10,17,27
Ave C & E 16 St,40.72984830346529,-73.97455215454102,15,26,41
Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268,6,12,18
10 St & 5 Ave,40.6686273,-73.98700053,11,12,23
Kent St & McGuinness Blvd,40.73124,-73.95161,14,6,20
St Johns Pl & Howard Ave,40.66992,-73.92002,9,11,20
Mount Eden Pkwy & Eastburn Ave,40.842675,-73.908544,15,4,19
31 Ave & Crescent St,40.7658346,-73.9265474,3,12,15
W 20 St & 10 Ave,40.745686,-74.005141,21,25,46
E 11 St & 3 Ave,40.73127,-73.98849,4,69,73
Ave D & E 8 St,40.72368361,-73.97574813,6,24,30
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,13,10,23
Brooklyn Ave & Lefferts Ave,40.662564,-73.945565,17,2,19
Clarkson Ave & Nostrand Ave,40.6555,-73.94975,18,6,24
Academy St & Nagle Ave,40.862562,-73.922661,12,3,15
Henry St & Degraw St,40.6847514,-73.99917254,4,18,22
Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,14,1,15
6 Ave & W 45 St,40.756951,-73.982631,63,0,63
20 Ave & 38 St,40.777112,-73.902382,17,11,28
W 204 St & Vermilyea Ave,40.866141,-73.922648,11,7,18
Marcy Ave & Rutledge St,40.703681,-73.95427,5,14,19
Stratford Rd & Beverley Rd,40.64378,-73.96867,15,1,16
Broadway & Kosciuszko St,40.69329,-73.92852,7,21,28
W 34 St & 11 Ave,40.75594159,-74.0021163,49,17,66
51 Ave & Alstyne Ave,40.74311,-73.85715,18,1,19
57 St & Grand Ave,40.71921,-73.9124,2,16,18
Grand Concourse & E 167 St,40.834263,-73.917641,2,27,29
E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,42,34,76
Marcy Ave & Hart St,40.693022,-73.94868,8,4,12
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,6,17,23
George St & Wilson Ave,40.702997,-73.92997,17,2,19
W 107 St & Columbus Ave,40.7997568,-73.9621128676,2,6,8
W 52 St & 5 Ave,40.75992262,-73.97648516,57,0,57
Madison Ave & E 82 St,40.7781314,-73.96069399,9,23,32
W 230 St & Marble Hill Ave,40.87807,-73.90796,20,2,22
Peck Slip & South St,40.7075188830923,-74.00108054280281,35,3,38
Pier 61 at Chelsea Piers,40.746872,-74.00821,16,1,17
River Ave & McClellan St,40.83406,-73.92243,15,2,17
William St & Pine St,40.70717936,-74.00887308,9,47,56
3 Ave & Wakeman Pl,40.638246,-74.024714,21,1,22
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,10,7,17
Manhattan Ave & Devoe St,40.713532,-73.9459867,20,3,23
Grand Concourse & E 166 St,40.83196,-73.91956,1,20,21
48 Ave & 5 St,40.744363287066875,-73.9558732509613,42,36,78
Webster Ave & E 166 St,40.828975,-73.911259,14,2,16
96 St & Northern Blvd,40.75712,-73.8722,7,11,18
W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,0,26,26
Newport PATH,40.7272235,-74.0337589,13,4,17
E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,9,2,11
E 16 St & Cortelyou Rd,40.64173,-73.96364,18,2,20
39 Ave & 56 St,40.74838,-73.90699,5,13,18
37 St & 24 Ave,40.7701477,-73.9120938,6,11,17
E 47 St & 1 Ave,40.75206862,-73.96784384,14,53,67
Sullivan St & Washington Sq,40.73047747,-73.99906065,20,26,46
57 St & 4 Ave,40.642622,-74.016866,18,2,20
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,5,23,28
Henry St & Grand St,40.714211,-73.981095,13,23,36
Pioneer St & Van Brunt St,40.679043,-74.011169,14,17,31
Waverly Ave & Lafayette Ave,40.688231,-73.966804,7,10,17
Murray St & Greenwich St,40.714851505262516,-74.01122331619263,42,4,46
E 60 St & York Ave,40.759107,-73.959223,14,19,33
Dahill Rd & 12 Ave,40.646037,-73.980963,12,9,21
Waterbury St & Stagg St,40.71019,-73.93734,8,13,21
Greenwich St & Rector St,40.70806582380646,-74.0135595202446,50,7,57
E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,62,0,62
24 St & 5 Ave,40.659555,-73.995068,18,0,18
Broadway & W 29 St,40.7462009,-73.98855723,22,76,98
E 171 St & Webster Ave,40.838379,-73.905838,13,2,15
E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,54,5,59
Fulton St & Irving Pl,40.68186,-73.959432,12,10,22
3 St & Hoyt St,40.6777287,-73.99364123,40,4,44
39 Ave & 54 St,40.74891,-73.90899,5,12,17
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,1,16,17
60 Pl & Linden St,40.70886,-73.90182,3,14,17
Grand Ave & 55 St,40.71888,-73.91427,8,8,16
E 7 St & Ave C,40.72412944090093,-73.97901266813278,3,35,38
Fort Washington Ave & W 183 St,40.852252,-73.937854,1,28,29
Wyckoff Ave & Stanhope St,40.703545,-73.917775,13,7,20
E 89 St & York Ave,40.7779453,-73.946041,9,23,32
Clinton St & Cherry St,40.711471394469264,-73.98672603070736,15,14,29
E 53 St & Madison Ave,40.7597108,-73.97402311,48,0,48
48 Ave & 41 St,40.73985995699164,-73.92400324344635,0,20,20
Spring St & Hudson St,40.72583996792375,-74.0076532959938,21,37,58
3 Ave & Carroll St,40.677027,-73.9865,25,1,26
Broadway & E 21 St,40.739888408589955,-73.98958593606949,40,12,52
W 56 St & 6 Ave,40.76340613,-73.97722479,41,2,43
Crotona Ave & Crotona Park N,40.84234,-73.89409,3,14,17
6 Ave & 55 St,40.640831,-74.010996,6,10,16
River Ter & Warren St,40.71759894980997,-74.01587963104248,43,12,55
Forsyth St & Grand St,40.71779817737835,-73.99316132068634,42,8,50
W 218 St & Indian Rd,40.873054589370895,-73.91837194561958,10,8,18
Bedford Ave & S 9 St,40.70853074,-73.96408963,8,9,17
78 St & Northern Blvd,40.75499,-73.88905,7,33,40
Prospect Pl & Nostrand Ave,40.67428,-73.9503,1,16,17
51 Ave & Van Loon St,40.73832,-73.87913,22,1,23
Westchester Ave & Jackson Ave,40.816124,-73.908116,1,18,19
E 82 St & East End Ave,40.7724607,-73.9468208,12,19,31
E 141 St & St Ann's Ave,40.808633,-73.916124,4,10,14
Broadway & 51 St,40.754164,-73.908906,15,11,26
Chauncey St & Malcolm X Blvd,40.68044,-73.92842,13,9,22
E 169 St & Fox St,40.827184,-73.893721,7,11,18
Knickerbocker Ave & Hancock St,40.69385,-73.90974,4,15,19
W 35 St & 9 Ave,40.75414519263519,-73.9960889518261,3,29,32
Davidson Ave & W Burnside Ave,40.853646,-73.908731,25,4,29
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,7,10,17
Wyckoff Ave & Cooper Ave,40.69338,-73.90061,11,4,15
Woodhaven Blvd & Hoffman Dr,40.73303,-73.871,28,1,29
11 St & Washington St,40.74998490907138,-74.02715027332306,5,18,23
W 13 St & 5 Ave,40.735445,-73.99431,14,22,36
E 21 St & Church Ave,40.65007,-73.96001,22,0,22
Columbus Pl & Atlantic Ave,40.67717,-73.92285,3,18,21
Warren St & Roosevelt Ave,40.74919,-73.87054,4,18,22
Madison St & Malcolm X Blvd,40.68713,-73.93008,6,17,23
W 100 St & Manhattan Ave,40.795,-73.9645,1,25,26
W 46 St & 11 Ave,40.76341379,-73.99667444,14,3,17
Fairmount Pl & Prospect Ave,40.843099,-73.889927,0,16,16
20 Ave & 42 St,40.775415,-73.900063,12,8,20
Schenectady Ave & Maple St,40.66178,-73.93445,17,0,17
Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,16,3,19
32 Ave & 84 St,40.75793,-73.88401,11,5,16
60 Ave & Junction Blvd,40.73466,-73.86501,22,0,22
7 St & Monroe St,40.74641264837719,-74.03797701001167,15,5,20
Lenox Ave & W 126 St,40.808442,-73.9452087,28,5,33
Macombs Rd & W 175 St,40.848177,-73.916082,1,14,15
Bergen St & Buffalo Ave,40.6747,-73.92512,7,10,17
3 Ave & E 172 St,40.839586,-73.900277,9,5,14
Greene Ave & Myrtle Ave,40.698568,-73.918877,19,4,23
64 St & 53 Dr,40.72897,-73.90115,14,0,14
Sharon St & Olive St,40.715341620424475,-73.93865078687668,7,12,19
Cedar St & Evergreen Ave,40.69671,-73.92807,4,15,19
Bainbridge Ave & Bedford Park Blvd,40.87002,-73.88565,19,0,19
33 St & 47 Ave,40.74283,-73.9321,15,7,22
Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,6,13,19
Henry St & Remsen St,40.69400964865994,-73.99465128779411,6,16,22
Bedford Ave & Beverley Rd,40.64491,-73.95487,22,1,23
E 170 St & Sheridan Ave,40.838315,-73.912604,2,24,26
Degraw St & Smith St,40.6829151,-73.99318208,5,11,16
Front St & Washington St,40.70255088,-73.98940236,52,4,56
37 Ave & 113 St,40.75475,-73.8549,25,2,27
Ocean Ave & Crooke Ave,40.65326,-73.96172,23,3,26
W 116 St & Broadway,40.8082,-73.9641,3,28,31
W Tremont Ave & Matthewson Rd,40.853827,-73.920765,9,5,14
E 128 St & Madison Ave,40.80756,-73.939182,12,11,23
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356,9,9,18
Macon St & Nostrand Ave,40.6809833854,-73.9500479759,14,1,15
5 Ave & E 135 St,40.812191,-73.937838,4,14,18
Butler St & 27 Ave,40.76521,-73.86483,17,1,18
Macombs Rd & Featherbed Ln,40.84552,-73.91722,14,0,14
30 Ave & 41 St,40.763422,-73.914142,0,23,23
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,16,0,16
Menahan St & Onderdonk Ave,40.70553,-73.9096,1,14,15
Sterling St & Nostrand Ave,40.66318,-73.95076,6,9,15
7 Ave & 17 St,40.660937794931684,-73.98680448532104,1,10,11
W 50 St & 9 Ave,40.763604677958625,-73.98917958140373,0,20,20
E Houston St & Columbia St,40.71978635452822,-73.97871628403664,36,12,48
Fulton St & Utica Ave,40.6794268,-73.9298911,18,0,18
Grand St & Elizabeth St,40.718822,-73.99596,30,7,37
New York Ave & St Marks Ave,40.67514,-73.94716,0,21,21
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,42,1,43
Bradley Ave & Greenpoint Ave,40.73565914819229,-73.93478840589523,21,0,21
E 25 St & 2 Ave,40.73912601,-73.97973776,2,76,78
W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,1,42,43
36 Ave & 10 St,40.7614376,-73.9411265,5,14,19
E 49 St & Church Ave,40.65182,-73.93135,21,2,23
Graham Ave & Conselyea St,40.715143,-73.944507,23,7,30
Lispenard St & Broadway,40.71939226,-74.00247214,70,0,70
Paul Ave & Mosholu Pkwy,40.8802945,-73.8860653648,9,9,18
Center Blvd & 48 Ave,40.745038,-73.957539,18,3,21
Gerard Ave & McClellan St,40.833909,-73.92112,6,20,26
Metropolitan Ave & Flushing Ave,40.71334,-73.91572,15,1,16
Lenox Ave & W 140 St,40.817245,-73.938787,12,11,23
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,5,15,20
31 St & Broadway,40.76211,-73.92523,8,26,34
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,42,38,80
Marble Hill Ave & W 225 St,40.87471,-73.91099,16,5,21
Madison St & Cypress Ave,40.70068,-73.90742,5,8,13
Church Ave & McDonald Ave,40.642809,-73.979239,21,4,25
23 St & 3 Ave,40.662611,-73.998623,21,0,21
St Nicholas Terrace & Convent Ave,40.821294,-73.947868,0,19,19
Eastern Pkwy & Troy Ave,40.66929,-73.93679,0,21,21
Queens Plaza North & Crescent St,40.75110165,-73.94073717,24,16,40
Lenox Rd & E 43 St,40.65496,-73.93765,16,3,19
108 St & 52 Ave,40.74310053056842,-73.85466891367044,5,30,35
Menahan St & Central Ave,40.69543,-73.9196,3,20,23
Columbus Drive,40.71835519823214,-74.03891444206238,6,6,12
Church Ave & E 42 St,40.65127,-73.93818,8,15,23
8 St & Washington St,40.745983882915624,-74.02819901704788,2,16,18
Broadway & W 131 St,40.817555,-73.957163,15,1,16
62 St & 4 Ave,40.639859,-74.019776,10,5,15
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,17,12,29
Ditmars Blvd & 94 St,40.7702,-73.87587,16,0,16
1 Ave & E 16 St,40.73221853,-73.98165557,4,49,53
Lexington Ave & Patchen Ave,40.6904,-73.9277,1,8,9
61 St & Laurel Hill Blvd,40.7388,-73.90338,11,6,17
Rogers Ave & Lenox Rd,40.65378,-73.95273,9,10,19
4 Ave & 26 St,40.660079,-73.998633,19,1,20
Willow Ave & E 133 St,40.800933,-73.913863,17,0,17
Classon Ave & St Marks Ave,40.676513,-73.959431,5,17,22
Bradhurst Ave & W 148 St,40.825125,-73.941616,3,12,15
Broadway & W 48 St,40.76017739537783,-73.98486793041229,55,44,99
9 Ave & W 33 St,40.752568,-73.996765,57,35,92
Cortelyou Rd & Stratford Rd,40.63966,-73.96807,10,8,18
3 Ave & E 163 St,40.823872,-73.908699,25,0,25
Pike St & Monroe St,40.71173107,-73.99193043,9,18,27
40 Ave & 9 St,40.75742,-73.945133,12,7,19
44 St & 3 Ave,40.651173,-74.011405,20,3,23
53 St & 5 Ave,40.643371,-74.011884,3,27,30
Parade Pl & Crooke Ave,40.651847,-73.965248,23,4,27
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,81,21,102
52 St & 6 Ave,40.642703,-74.009441,2,17,19
Church Ave & Story St,40.642031,-73.981073,6,16,22
Westchester Ave & E 156 St,40.817802,-73.905203,12,6,18
34 St & 38 Ave,40.752443,-73.929737,7,17,24
65 St & 2 Ave,40.640493,-74.02564,21,0,21
Crown St & Rogers Ave,40.66639,-73.95346,2,15,17
Westchester Ave & Southern Blvd,40.824956,-73.891677,5,12,17
Dey St,40.737711,-74.066921,6,11,17
W 4 St & 7 Ave S,40.73401143,-74.00293877,29,21,50
35 St & 21 Ave,40.776745,-73.906558,4,18,22
63 St & 5 Ave,40.63766,-74.01782,18,3,21
42 Pl & Northern Blvd,40.753091,-73.920603,24,1,25
E 7 St & Ave A,40.72621788,-73.98379855,13,23,36
1 Pl & Clinton St,40.6809591,-73.99905709,1,25,26
W 30 St & 10 Ave,40.752694,-74.002353,20,24,44
W 22 St & 8 Ave,40.74475148,-73.99915362,1,63,64
Grand St & Havemeyer St,40.71286844,-73.95698119,17,10,27
Pershing Field,40.742677141,-74.051788633,7,6,13
Grand Concourse & E 164 St,40.829608,-73.921461,0,22,22
Fresh Pond Rd & 69 Ave,40.70311,-73.89547,1,24,25
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,8,14,22
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,10,17,27
Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,29,1,30
Washington Ave & Empire Blvd,40.66314,-73.9605695,9,14,23
3 St & 3 Ave,40.6750705,-73.98775226,75,0,75
Vyse Ave & E 181 St,40.84463,-73.87988,5,13,18
W 59 St & 10 Ave,40.770513,-73.988038,22,86,108
Broadway & W 165 St,40.839137,-73.941409,3,17,20
Broadway & W 36 St,40.75097711,-73.98765428,11,65,76
Park Ave & E 42 St,40.751873,-73.977706,16,65,81
Cortelyou Rd & Argyle Rd,40.64034,-73.96603,16,3,19
5 Corners Library,40.734961020009514,-74.0595030784607,9,9,18
W 27 St & 7 Ave,40.74665,-73.99392,16,57,73
60 Pl & 67 Ave,40.70497,-73.89965,0,14,14
21 Ave & Shore Blvd,40.783956,-73.916894,7,8,15
Nagle Ave & Ellwood St,40.86012,-73.928489,20,0,20
Washington Ave & Park Pl,40.675832,-73.963308,0,26,26
Ocean Pkwy & Church Ave,40.644718957635746,-73.97451460361481,7,9,16
Greenpoint Ave & West St,40.729803,-73.959099,30,4,34
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,20,0,20
Newark Ave,40.72152515,-74.046304543,8,13,21
Corona Ave & 102 St,40.74419,-73.8619,21,0,21
38 St & 30 Ave,40.764174520197685,-73.91583994030952,4,21,25
MacDougal St & Rockaway Ave,40.68018,-73.91136,13,6,19
35 St & 30 Ave,40.76547569244953,-73.91811579465866,2,27,29
Herkimer St & Eastern Pkwy,40.67738,-73.90829,15,4,19
Macon St & Patchen Ave,40.68374,-73.9261,6,8,14
W 25 St & 9 Ave,40.747832605837715,-74.0005722643582,16,48,64
Riverside Dr & W 148 St,40.829114,-73.950426,1,20,21
21 St & 36 Ave,40.7601853,-73.9362726,8,10,18
Tiebout Ave & E Fordham Rd,40.861915,-73.894831,3,21,24
65 St & Broadway,40.749372273899596,-73.89738768339157,1,13,14
W 225 St & Exterior St,40.873265,-73.906646,15,1,16
W 211 St & 10 Ave,40.86709406268147,-73.9172950387001,16,1,17
Willow Ave & 12 St,40.7518674823282,-74.03037697076797,1,12,13
48 St & 5 Ave,40.646351,-74.009271,1,23,24
3 Ave & E 62 St,40.76313,-73.96527,20,31,51
Sherman Ave & Thayer St,40.863124,-73.926994,13,3,16
Suydam St & Broadway,40.69544,-73.93223,13,14,27
Spruce St & Nassau St,40.71146364,-74.00552427,17,14,31
47 Ave & 48 St,40.74086,-73.91708,4,14,18
52 St & 1 Ave,40.649292,-74.020105,16,4,20
Fulton St & Saratoga Ave,40.67853,-73.91642,4,15,19
Lorimer St & Calyer St,40.72795,-73.95414,11,9,20
62 St & Northern Blvd,40.754176,-73.900318,22,5,27
Graham Ave & Grand St,40.711863,-73.944024,9,16,25
21 St & 38 Ave,40.7576314,-73.9391224,1,18,19
West St & Chambers St,40.71754834,-74.01322069,99,7,106
48 St & Skillman Ave,40.74622874694195,-73.91616314649582,0,20,20
69 St & 38 Ave,40.74694504524519,-73.89650255441666,4,20,24
Grand Ave & Remsen Pl,40.72353,-73.89967,19,2,21
Amsterdam Ave & W 131 St,40.816355,-73.954295,16,1,17
Ash St & Manhattan Ave,40.738095,-73.954867,11,15,26
Amsterdam Ave & W 119 St,40.8086249,-73.9596214,16,9,25
India St & Manhattan Ave,40.73232194,-73.9550858,43,6,49
E 76 St & Park Ave,40.773763,-73.96222088,10,16,26
2 Ave & E 122 St,40.8006721,-73.9349,22,0,22
Columbus Ave & W 103 St,40.7969347,-73.9643412291,10,21,31
Judge St & Britton Ave,40.74454,-73.88112,7,14,21
Richardson St & N Henry St,40.71907891179564,-73.94223690032959,6,19,25
E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,6,31,37
Walton Ave & E 168 St,40.83649,-73.918316,4,12,16
31 Ave & 34 St,40.763154,-73.920827,10,13,23
Irving Ave & DeKalb Ave,40.7027,-73.92095,18,4,22
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,7,36,43
23 Ave & 31 St,40.77423301703027,-73.91274864321404,18,5,23
28 Ave & 44 St,40.76408932350688,-73.91065120697021,1,15,16
1 Ave & E 62 St,40.7612274,-73.96094022,7,36,43
42 St & 1 Ave,40.654798,-74.014372,16,2,18
Boston Rd & West Farms Rd,40.83998,-73.8806,20,1,21
Leonard Gordon Park,40.74590996631558,-74.0572714805603,6,6,12
Humboldt St & Varet St,40.7031724,-73.940636,38,1,39
5 Ave & E 103 St,40.7922553,-73.95249933,29,1,30
White St & Moore St,40.704508,-73.9351,20,0,20
21 Ave & 80 St,40.770888,-73.889914,15,3,18
Johnson St & Gold St,40.69474881,-73.98362464,26,9,35
24 Ave & 29 St,40.7729,-73.916142,20,25,45
Myrtle Ave & Fleet Pl,40.693534,-73.981909,30,8,38
Amsterdam Ave & W 167 St,40.839443,-73.937044,3,18,21
Morgan Ave & Maspeth Ave,40.716657,-73.93637,21,4,25
Kingston Ave & Carroll St,40.66688,-73.9425,5,12,17
W 110 St & Amsterdam Ave,40.802692,-73.96295,3,41,44
Morris Ave & E 171 St,40.83899,-73.9109,13,6,19
71 St & 32 Ave,40.75675,-73.89595,11,7,18
41 St & 3 Ave,40.652512,-74.008906,17,2,19
W 146 St & Broadway,40.826969,-73.949738,0,29,29
West End Ave & W 107 St,40.8021174,-73.9681805305,0,23,23
7 Ave & W 55 St,40.764126,-73.980973,12,52,64
Borden Ave & Review Ave,40.73866345465306,-73.94093804061413,17,1,18
W 20 St & 7 Ave,40.74238787,-73.99726235,2,27,29
E 171 St & 3 Ave,40.837119,-73.902185,18,3,21
E 51 St & Linden Blvd,40.65399,-73.92967,18,1,19
Graham Ave & Herbert St,40.71929301,-73.94500379,8,15,23
New York Ave & Hawthorne St,40.65794,-73.94735,19,1,20
65 St & Otto Rd,40.70389,-73.89116,0,0,0
Union St,40.7182113,-74.0836394,17,1,18
21 St & 4 Ave,40.662584,-73.995554,10,4,14
W 140 St & Riverside Dr,40.824013,-73.954743,0,22,22
Greenpoint Ave & Monitor St,40.73224,-73.94383,14,3,17
Prospect Ave & Jennings St,40.831762,-73.896853,2,14,16
Broadway & Hancock St,40.68663,-73.9168,2,32,34
Mama Johnson Field - 4 St & Jackson St,40.74313993965626,-74.04004096984863,12,10,22
8 Ave & W 16 St,40.740983,-74.001702,23,9,32
Mt Morris Park W & W 120 St,40.804038,-73.945925,17,3,20
Jerome Ave & W 177 St,40.850121,-73.910765,28,0,28
River St & 1 St,40.73721535335381,-74.02886540972803,21,2,23
W 104 St & Amsterdam Ave,40.799041392882984,-73.96649479866028,0,34,34
Longfellow Ave & E 165 St,40.825322,-73.887729,11,6,17
Hudson Blvd W & W 36 St,40.75676475086503,-73.99971440439913,15,31,46
Corona Ave & 98 St,40.74448,-73.86516,7,11,18
Bailey Ave & W 238 St,40.88417,-73.89793,15,2,17
Clarkson Ave & E 40 St,40.65592,-73.94068,26,4,30
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,13,38,51
30 St & 4 Ave,40.657743,-74.001141,15,1,16
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702,6,30,36
W 218 St & Broadway,40.87139,-73.914318,7,18,25
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,4,8,12
E 2 St & 2 Ave,40.72502876,-73.99069656,44,38,82
Gramercy Park N & Gramercy Park E,40.73795,-73.98509,21,22,43
Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,7,8,15
36 Ave & 31 St,40.75651272984955,-73.92957486212252,9,17,26
Albemarle Rd & E 21 St,40.64741,-73.95933,8,9,17
Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392,28,6,34
Park Pl & Utica Ave,40.67242,-73.93094,8,9,17
Willis Ave & E 143 St,40.812299,-73.92037,7,11,18
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,24,4,28
2 St & Park Ave,40.73915272763701,-74.0330819785595,2,13,15
Featherbed Ln & Nelson Ave,40.846011,-73.919637,7,11,18
E 5 St & Cooper Sq,40.72769,-73.990993,38,7,45
E 84 St & Park Ave,40.77862688,-73.95772073,7,37,44
67 Ave & Fresh Pond Rd,40.70575,-73.89676,4,20,24
Valentine Ave & E 183 St,40.856987,-73.898237,3,18,21
E 123 St & Lexington Ave,40.8029263,-73.9379,3,18,21
71 Ave & Myrtle Ave,40.70067,-73.89907,1,25,26
Crescent St & Broadway,40.7633589,-73.9286471,2,16,18
Anthony Ave & E 175 St,40.846465,-73.903869,2,13,15
53 St & Flushing Ave,40.71435,-73.91405,7,12,19
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,0,20,20
E 33 St & 5 Ave,40.74765947,-73.98490707,30,26,56
62 St & 34 Ave,40.75201,-73.89986,16,6,22
Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449,2,24,26
E 43 St & Madison Ave,40.75354681867074,-73.97896572947502,47,7,54
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,9,11,20
Bank St & Washington St,40.7361967,-74.00859207,11,9,20
104 St & 32 Ave,40.75951,-73.86491,1,19,20
Sterling Pl & Classon Ave,40.6739411,-73.96026,1,19,20
Norman Ave & Leonard St,40.725819,-73.950815,20,10,30
Madison St & Montgomery St,40.713126,-73.984844,6,13,19
43 St & 50 Ave,40.73787237950538,-73.92264068126678,3,14,17
E 138 St & Park Ave,40.81263616769319,-73.92924964427948,19,0,19
Lafayette Ave & St James Pl,40.68851534,-73.9647628,10,16,26
Crotona Ave & E Fordham Rd,40.8579,-73.88147,13,7,20
Arthur Ave & E Tremont Ave,40.84616,-73.89322,3,11,14
4 Ave & E 12 St,40.732647,-73.99011,22,15,37
Van Cortlandt Park S & Dickinson Ave,40.88435,-73.88781,8,14,22
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,0,9,9
Clarkson Ave & Utica Ave,40.65666,-73.93109,11,7,18
Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,21,3,24
86 St & 37 Ave,40.75,-73.88062,2,16,18
43 St & Broadway,40.7577284,-73.9166368,3,16,19
3 St & 7 Ave,40.6703837,-73.97839676,3,17,20
Carroll St & Franklin Ave,40.6679411,-73.9588,1,11,12
Broadway & W 142 St,40.824686,-73.951947,0,21,21
Broadway & Furman Ave,40.68139,-73.90756,7,21,28
3 Ave & E 112 St,40.795508,-73.941606,17,3,20
River Ave & E 151 St,40.822217,-73.928939,21,2,23
72 St & Woodside Ave,40.74288,-73.89283,10,8,18
32 Ave & 75 St,40.75704,-73.8924,13,5,18
9 Ave & W 45 St,40.76019252,-73.9912551,2,25,27
Fairview Ave & Linden St,40.70694,-73.90632,0,14,14
W 36 St & 7 Ave,40.752149,-73.989539,10,27,37
E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,20,21,41
Prospect Ave & Longwood Ave,40.81899,-73.90202,2,24,26
Washington Ave & E 174 St,40.843079,-73.900216,15,4,19
White St & Johnson Ave,40.707174,-73.93581,23,0,23
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,9,20,29
Washington Pl & Broadway,40.72903917,-73.99404649,17,2,19
Isham St & Broadway,40.86788,-73.919685,14,11,25
Amsterdam Ave & W 156 St,40.832081,-73.942386,0,27,27
12 Ave & W 40 St,40.76087502,-74.00277668,35,35,70
